aid,amount,title,year,startdate,enddate,dir,div
1623447,115190,Collaborative Research: EAGER: MAKER: Studying the Role of Failure in Design and Making,2016,0,0,EHR,ROL
1623452,184324,Collaborative Research: EAGER: MAKER: Studying the Role of Failure in Design and Making,2016,0,0,EHR,ROL
1623453,138317,COLLABORATIVE RESEARCH: Culturally Responsive Making: Developing High-Low Tech Maker Activities in Local and Mobile Spaces for Supporting American Indian Youth,2016,0,0,EHR,ROL
1623454,53542,RUI: Three Dimensional Structure of the Nucleon in QCD,2016,0,0,MPS,PHYS
1623458,50749,Collaborative Research: The Use of Biological Markers to Reconstruct Human-Environment Interaction,2016,0,0,SBES,BCS
1623459,499650,CHS: Small: ETouch - Amplifying the Sense of Touch,2015,0,0,CISE,IIS
1623461,3977310,Toolik Field Station Base Funding,2016,0,0,GEO,PP
1623464,5000,Systems for Solar Fuels Generation Utilizing PV and Electrolysis,2016,0,0,ENG,CBETS
1623467,54948,EAGER: Defining the SUMOylation System in Maize and its Roles in Stress Protection,2015,0,0,BS,IOS
1623468,335987,Collaborative Research: Designing the Impact Studio -- Dynamic Visualizations in the Write4Change Networked Community,2016,0,0,EHR,ROL
1623470,549874,EXP: Data-Driven Support for Novice Programmers,2016,0,0,CISE,IIS
1623478,285728,EAGER: Heritable Gene Editing in Maize using Transient Expression of the CRISPR-Cas9 Endonuclease System,2016,0,0,BS,IOS
1623479,213482,"MRI: Development of an Instrument for Precision Controlled Radiation Exposures, Charged Beam Profile Measurement, and Real-time Fluence Monitoring Beyond 10^16 1-MeV-n-equivalent",2016,0,0,MPS,PHYS
1623486,297772,EAGER: MAKER: The origins of making: A Data Science Approach to Investigating Cognitive and Affective Basis of Learning through Constructing,2016,0,0,CISE,CNS
1623490,308425,MAKER: Making Opportunities for Baltimore Inner City Youth in a 3D Print Shop,2016,0,0,ENG,EEC
1623493,36955,Collaborative Research: PIM/GMM--Micro-Manufacturing of Ceramics by Combining Powder Injection Molding and Green Micromachining,2015,0,0,ENG,CMMI
1623494,299780,"EAGER: MAKER: Deployable Makerspace: Mobility, Additive Manufacturing, and Curricular Spectacle",2016,0,0,EHR,ROL
1623501,16000,Workshop on Hecke Algebras and Lie Theory,2016,0,0,MPS,MS
1623505,120655,Drying Versus Wettening of the East African Climate,2015,0,0,GEO,AGS
1623514,9568,RAPID: El Nino Isotopic Signature,2016,0,0,SBES,BCS
1623523,50000,I-Corps: Heat Flux Sensor Team,2016,0,0,ENG,IIP
1623525,438391,Improving the Pipeline: After-School Model for Preparing Cyber Defense and Information Assurance Professionals,2016,0,0,EHR,GE
1623532,240568,EAGER: MAKER: Enhanced learning through making by way of personalized content for animation and fabrication,2017,0,0,EHR,ROL
1623541,93000,Meetings of New Researchers in Statistics and Probability,2016,0,0,MPS,MS
1623542,4224,"RAPID/Collaborative Research: Multi-Platform 3-D Data Preservation of Tornado Damage to Engineered Structures in Texas during November 16-17, 2015",2016,0,0,ENG,CMMI
1623543,284985,Making in The Colonias: Motivating STEM Participation through a Making as Micro-Manufacturing Model,2016,0,0,EHR,ROL
1623550,299957,EAGER: MAKER: The Design and Engineering of Scientific Instrumentation as a Pathway for Introducing Making into High School Science Classrooms,2016,0,0,EHR,ROL
1623552,99260,CISE/CCF: 2016 Summer School on Formal Techniques,2016,0,0,CISE,CCF
1623553,20736,"RAPID/Collaborative Research: Multi-Platform 3-D Data Preservation of Tornado Damage to Engineered Structures in Texas during November 16-17, 2015",2016,0,0,ENG,CMMI
1623554,299943,"EAGER: MAKER: Inspiring the Flathead Indian Reservation's Next-Generation Workforce through Mobile, Cultural Making",2016,0,0,EHR,ROL
1623555,21617,Workshop: Enhancing robust and generalizable experimental behavioral science,2016,0,0,SBES,BCS
1623558,295393,"EAGER: MAKER: Play in the Making: Supporting Design Thinking in Maker Spaces among Underrepresented, Underserved, and Minority Students through Game Design",2016,0,0,EHR,ROL
1623561,549535,EXP: Inclusive Design for Engaging All Learners (IDEAL): Designing Technology for Cultural Brokering,2017,0,0,CISE,IIS
1623566,499998,Building Cyber Capacity in the Northwest and Beyond,2016,0,0,EHR,GE
1623572,49412,"EAGER: Innovative 3-D, multiscale flow-boiling wick",2016,0,0,ENG,CBETS
1623581,8165,Workshop: Training the Trainers in Pre-Research Coursework,2016,0,0,EHR,UE
1623587,15000,Travel and Registration Support for Computer Aided Verification 2016,2016,0,0,CISE,CCF
1623590,199500,RAPID: Tracing the origin and fate of particulate organic matter in nearshore marine sediments,2016,0,0,GEO,OS
1623591,499981,SFS: Capacity: A Streamlined Cyber-Security & Intelligence (CS&I) Pathway: A Collaborative Model between Two Centers of Academic Excellence (IC CAE & CAE2Y),2016,0,0,EHR,GE
1623595,124351,Collaborative Research: The Use of Biological Markers to Reconstruct Human-Environment Interaction,2016,0,0,SBES,BCS
1623600,40000,Conferences on Discrete Geometry and Algebraic Combinatorics,2016,0,0,MPS,MS
1623603,367240,The Role Of Social And Spatial Network Structure In Patterning Social Organization,2016,0,0,SBES,BCS
1623605,540396,EXP: Modeling Perceptual Fluency with Visual Representations in an Intelligent Tutoring System for Undergraduate Chemistry,2016,0,0,CISE,IIS
1623621,140661,Collaborative Research: DINAA (Digital Index of North American Archaeology): Facilitating Big Picture Research in American Archaeology,2016,0,0,SBES,BCS
1623622,276647,EXP: Collaborative Research: Perception and Production in Second Language: The Roles of Voice Variability and Familiarity,2016,0,0,CISE,IIS
1623623,235980,CHC Cyber Sentinels Program,2016,0,0,EHR,GE
1623624,164997,Collaborative Research: Enhancing Cyber Security Education Using POGIL,2016,0,0,EHR,GE
1623625,549936,EXP: Linking Eye Movements with Vvisual Attention to Enhance Cyberlearning,2016,0,0,CISE,IIS
1623626,599408,Improving Vertical Velocity Retrievals from Doppler Radar Observations of Convection,2017,0,0,GEO,AGS
1623627,66409,Collaborative Research: The Use of Biological Markers to Reconstruct Human-Environment Interaction,2016,0,0,SBES,BCS
1623628,276424,PROMISE: A Platform for Competition and Education in Cyber Security,2016,0,0,EHR,GE
1623629,194303,Collaborative Research: Enhancing Cyber Security Education Using POGIL,2016,0,0,EHR,GE
1623631,32493,Training the Trainers in Pre-Research Coursework to Provide Student Access to Research,2016,0,0,EHR,UE
1623635,549944,EXP: Agile Research Studios: Scaling Cognitive Apprenticeship to Advance Undergraduate and Graduate Research Training in STEM,2016,0,0,CISE,IIS
1623637,27983,Collaborative Research: Dynamic fault rupture in the presence of 3D heterogenous tectonic stress: the case of the San Andreas Fault in Eastern San Gorgonio Pass,2016,0,0,GEO,ES
1623644,58867,Collaborative Research: DINAA (Digital Index of North American Archaeology): Facilitating Big Picture Research in American Archaeology,2016,0,0,SBES,BCS
1623646,140696,Collaborative Research: Enhancing Cyber Security Education Using POGIL,2016,0,0,EHR,GE
1623653,299935,City and County Cross Jurisdiction Cybersecurity Collaboration Capacity Building,2016,0,0,EHR,GE
1623657,500000,Virtual Industrial Control Systems for Cybersecurity Engineering Education,2016,0,0,EHR,GE
1623659,10000,Student Travel Grant - 2016 Spring Technical Meeting of the Eastern States Section of the Combustion Institute,2016,0,0,ENG,CBETS
1623669,50000,I-Corps: Automated Postures Analysis for Ergonomic Risk,2016,0,0,ENG,IIP
1623688,278071,GEO Opportunities for Leadership in Diversity Ideas Lab,2016,0,0,GEO,ICER
1623690,500000,EXP: Bridging Learning in Urban Extended Spaces (BLUES) 2.0,2016,0,0,CISE,IIS
1623691,188160,Accelerator Science for Storage Ring Measurements of Electric Dipole Moments of Subatomic Particles,2015,0,0,MPS,PHYS
1623694,7995,Workshop: Training the Trainers in Pre-Research Coursework,2016,0,0,EHR,UE
1623697,1260,COLLABORATIVE PROPOSAL: Workshop: Training the Trainers in Pre-Research Coursework,2016,0,0,EHR,UE
1623702,566000,EXP: Exploratory Study on the Adaptive Online Course and its Implication on Synergetic Competency,2016,0,0,CISE,IIS
1623713,156694,Collaborative Research: Building Cybersecurity Capacity in Pervasive Computing,2016,0,0,EHR,GE
1623714,499419,Maritime Cybersecurity - Building Capacity in Critical Infrastructure Protection,2016,0,0,EHR,GE
1623716,50000,NSF Frontiers of Condensed Matter Physics Workshop on Topological Phases of Matter,2016,0,0,MPS,MR
1623723,532814,Patching the Pipeline: Scholarships for Associate-Degree Transfer Students in the Sciences,2015,0,0,EHR,UE
1623724,154314,Collaborative Research: Enhancing Curriculum and Faculty Development on Information Assurance and Security through Real World Relevant Portable Laboratory,2015,0,0,EHR,GE
1623727,93491,P2C2: Collaborative Research: Past Ocean-Atmosphere Variability from Spatiotemporal Patterns of North Atlantic Climate During the Common Era,2015,0,0,GEO,AGS
1623730,540047,EXP: Linguistic Analysis and a Hybrid Human-Automatic Coach for Improving Math Identity,2016,0,0,CISE,IIS
1623739,164467,Collaborative Research: Dynamic fault rupture in the presence of 3D heterogenous tectonic stress: the case of the San Andreas Fault in Eastern San Gorgonio Pass,2016,0,0,GEO,ES
1623745,399141,Collaborative Research: Measuring Carbon and Climate Tracers on the Atom Airborne Campaigns,2016,0,0,GEO,AGS
1623748,450640,Collaborative Research: Measuring Carbon and Climate Tracers on the Atom Airborne Campaigns,2016,0,0,GEO,AGS
1623750,289000,EXP: Collaborative Research: Perception and Production in Second Language: The Roles of Voice Variability and Familiarity,2016,0,0,CISE,IIS
1623751,1036937,EarthCube Science Support Office (ESSO),2016,0,0,GEO,ICER
1623752,6800,"RAPID/Collaborative Research: Multi-Platform 3-D Data Preservation of Tornado Damage to Engineered Structures in Texas during November 16-17, 2015",2016,0,0,ENG,CMMI
1623758,179785,The Role Of Markets In The Development Of Social Complexity,2016,0,0,SBES,BCS
1623764,189211,RUI: Collaborative Research: Fire regime influences on carbon dynamics of Siberian boreal forests,2015,0,0,GEO,OPP
1623771,23147,Doctoral Dissertation Improvement Award: Investigating The Effect Of Environmental Variability On Mobility And Territorial Behavior,2016,0,0,SBES,BCS
1623775,165000,RAPID: The effect of an extreme El Nino event on tropical forest seedling regeneration,2016,0,0,BS,EB
1623778,299930,EAGER: Raphide Proteins and Taro Acridity,2016,0,0,BS,IOS
1623779,393581,An Institutional Model for Increasing Student Engagement through Course-embedded Undergraduate Research Experiences,2016,0,0,EHR,UE
1623781,50000,I-Corps Teams: AskMe Now Enabling live affordable video customer support over off the shelf technology,2016,0,0,ENG,IIP
1623782,26000,"Conferences: Southern California Geometric Analysis Seminar; Winter-2017; 2018; 2019; University of California-San Diego and University of California, Irvine",2016,0,0,MPS,MS
1623784,715000,Interagency Agreement (IAA) 1623784,2016,0,0,OIRM,AS
1623786,114397,Advances in Paleomagnetic Field Modeling: How does Earth's dipole grow and decay?,2016,0,0,GEO,ES
1623787,23209,Doctoral Dissertation Improvement Award: Spatial Organization Within A Traditional Political System,2016,0,0,SBES,BCS
1623788,87833,Collaborative Research: Magnesite Deformation and Potential Roles in the Slip and Seismicity of Subduction Zones,2016,0,0,GEO,ES
1623793,293079,Impact of Collapsing Gas-particle Jets:  The Initial Conditions for Pyroclastic Flows and Surges,2016,0,0,GEO,ES
1623796,16808,Support for 2016 Workshop on EFRI-ODISSEI Research,2016,0,0,ENG,EFMA
1623799,153101,University of Minnesota Duluth R/V Blue Heron SSSE 2016,2016,0,0,GEO,OS
1623801,254393,Mortgage Design in an Equilibrium Model of the Housing Market,2016,0,0,SBES,DSES
1623802,48604,RAPID: Archaeological Investigation at Iita,2016,0,0,GEO,OPP
1623805,42188,"Enhancing the Broader Impacts of Developing a Social-Cognitive, Multilevel, Empirically-Based Model of Public Engagement for the Shaping of Science and Innovation Policy",2016,0,0,SBES,SOMA
1623806,419530,Is Static Soil Density a Viable Assumption for Studying Surface Hydrologic Processes?,2016,0,0,GEO,ES
1623807,523844,NSF MRI: Acquisition of a 755 Superconducting Rock Magnetometer System to Enhance the Paleomagnetic and Rock Magnetic Laboratory at New Mexico Highlands University,2016,0,0,GEO,ES
1623809,35000,Symposium on the Science of Science,2016,0,0,SBES,SOMA
1623810,149156,Collaborative Research: Vulnerability of carbon in buried soils to climate change and landscape disturbance,2016,0,0,GEO,ES
1623811,24627,Support for GEC-24: The Twenty-Fourth GENI Engineering Conference,2016,0,0,CISE,CNS
1623812,227730,Collaborative Research: Vulnerability of carbon in buried soils to climate change and landscape disturbance,2016,0,0,GEO,ES
1623813,299566,Distance Learning through Self-Induced Learning Infrastructure (SELIN) Implemented by Arctic Anthropologists,2016,0,0,GEO,PP
1623814,399932,Collaborative Research: Vulnerability of carbon in buried soils to climate change and landscape disturbance,2016,0,0,GEO,ES
1623816,15654,Upgrade of Computational Facilities for Geophysics Research and Student Training at Old Dominion University,2016,0,0,GEO,ES
1623817,10347,Collaborative Research: Inspiring Innovation and Creativity through Physical Simulations and Moving Analogies,2015,0,0,EHR,UE
1623820,97652,"Collaborative Research: The Great Depression, the New Deal, and the Origins of Modern State Government Fiscal Policies",2015,0,0,SBES,DSES
1623821,175000,CIF: EAGER: Towards an Information Theory of Attention,2016,0,0,CISE,CCF
1623823,50000,I-Corps: Ultrahigh Speed Optical Coherence Tomography,2016,0,0,ENG,IIP
1623824,754251,Collaborative Research: Investigating Contextual Factors that Impact Early-Career Faculty Teaching Practice,2016,0,0,EHR,UE
1623826,18000,"Student Travel International Congress on the Biology of Fish, June 12-16th, 2016, Texas State University, San Marcos, TX.",2016,0,0,BS,IOS
1623828,132129,Collaborative Research: Investigating Contextual Factors that Impact Early-Career Faculty Teaching Practice,2016,0,0,EHR,UE
1623834,115228,SHF: Medium: Collaborative Research: Ultra-Responsive Architectures for Mobile Platforms,2015,0,0,CISE,CCF
1623835,50000,I-Corps: Human Behavioral Models for Camera Placement and Video Analytics,2016,0,0,ENG,IIP
1623837,73406,Collaborative Research: ARTS: Integrative Research and Training in Tropical Taxonomy,2015,0,0,BS,EB
1623838,125206,Collaborative Research- NSF-CDMR: Informatics Guided Data Driven Computational Design of Multifunctional Materials,2015,0,0,MPS,MR
1623840,296534,Collaborative Research: Assessing millennial-scale community dynamics using highly-resolved mammal and vegetation food webs,2016,0,0,GEO,ES
1623841,50000,I-Corps: Polymer-grafted Lignin Surfactants as Agrochemical Adjuvants,2016,0,0,ENG,IIP
1623844,119764,A Helioseismic Study of Active Region Flows and their Contribution to Global Dynamics,2017,0,0,GEO,AGS
1623849,961427,University of Washington-Oceanography R/V Thomas G. Thompson SSSE,2016,0,0,GEO,OS
1623852,121646,Collaborative Research: Assessing millennial-scale community dynamics using highly-resolved mammal and vegetation food webs,2016,0,0,GEO,ES
1623854,10303,Doctoral Dissertation in Economics: Informational Asymmetries and Auction Design: An Experiment,2016,0,0,SBES,DSES
1623856,270272,Structure-Function Correlations in a Type III Extradiol Dioxygenase,2016,0,0,MPS,CHEM
1623867,198194,RAPID: Testing the ability of the 2015-2017 El Nino Southern Oscillation (ENSO) to drive a community-level regime shift in the Galapagos marine ecosystem,2016,0,0,GEO,OS
1623870,26896,"Collaborative Research: Ethics Education in Life Cycle Design, Engineering, and Management",2016,0,0,BS,BI
1623873,199548,Collaborative Research: An Examination of Behavioral and Biological Change in an Extended Chronological Context,2016,0,0,SBES,BCS
1623875,50000,I-Corps: Unmanned Emissions Monitoring,2016,0,0,ENG,IIP
1623882,61040,Collaborative Research: Towards a mechanistic prediction of methane ebullition fluxes from northern peatlands,2016,0,0,GEO,ES
1623884,75088,Collaborative Research: An Examination of Behavioral and Biological Change in an Extended Chronological Context,2016,0,0,SBES,BCS
1623885,333150,Collaborative Research: Assessing millennial-scale community dynamics using highly-resolved mammal and vegetation food webs,2016,0,0,GEO,ES
1623887,299982,EAGER: Revealing the function of the epitranscriptome in plant pathogen defense,2016,0,0,BS,MCB
1623888,52772,Collaborative Research: Towards a mechanistic prediction of methane ebullition fluxes from northern peatlands.,2016,0,0,GEO,ES
1623892,22651,"Indo-US Workshop on Multiscale, Multiphysics Analysis of Energy Conversion in Li-ion Batteries",2016,0,0,ENG,CBETS
1623895,219640,Collaborative Research: Towards a mechanistic prediction of methane ebullition fluxes from northern peatlands,2016,0,0,GEO,ES
1623898,18896,"Workshop: Integrating Molecular Mechanisms and Quantitative Genetics in Order to Understand Consistent Individual Differences in Behavior; Urbana, IL; Summer, 2016",2016,0,0,BS,IOS
1623899,151246,Collaborative Research: Towards a mechanistic prediction of methane ebullition fluxes from northern peatlands,2016,0,0,GEO,ES
1623905,50000,I-Corps: Improving Performance in Passive RFID Networks,2016,0,0,ENG,IIP
1623907,50000,I-Corps: Ultrasound Guided Oxygen Release with Nanobubbles for Diagnosis and Treatment,2016,0,0,ENG,IIP
1623910,313773,CAREER: Community-Based Engineering as a Learning and Teaching Strategy for Pre-Service Urban Elementary Teachers,2016,0,0,EHR,ROL
1623911,50000,I-Corps: Automated Software for Modeling of Linear and Non-linear Optical Properties,2016,0,0,ENG,IIP
1623912,453807,Dynamics of Extreme Precipitation in the Northeast United States in Observations and Models,2016,0,0,GEO,AGS
1623915,272868,EAGER: Exploratory Studies of Metabolic Water in Plants and Microorganisms,2016,0,0,BS,IOS
1623924,20000,IEEE PerCom 2016 Student Travel Support Request,2016,0,0,CISE,CNS
1623926,30000,Community Workshop: Scientific Drivers and Future of Mount Erebus Volcano Observatory (MEVO),2016,0,0,GEO,OPP
1623931,10000,End-to-End Trust and Security for the Internet of Things Workshop,2016,0,0,CISE,CNS
1623932,29088,Workshop: Morphological Typology and Linguistic Cognition,2016,0,0,SBES,BCS
1623935,566877,MOLECULAR INSIGHTS INTO PHYTOCHROME PHOTOACTIVATION AND SIGNALING,2015,0,0,BS,MCB
1623939,74902,Biomaterials Workshop: Instrumentation and Foundry to Advance Research,2016,0,0,MPS,MR
1623941,89179,MRI: Acquisition of a Circular Dichroism Spectrometer for Research and Training of Undergraduate Students,2016,0,0,MPS,CHEM
1623943,16000,2016 Frontiers in Particle Science & Technology Conference,2016,0,0,ENG,CBETS
1623946,183014,NSF Workshop: Frontiers in Polymer Science and Engineering,2016,0,0,MPS,MR
1623947,347729,DMREF/Collaborative Research: Design and Testing of Nanoalloy Catalysts in 3D Atomic Resolution,2015,0,0,MPS,MR
1623948,128422,UNS: Collaborative Research: Development of a multi-scale model to determine optimal urban heat mitigation strategies for vulnerable populations in a changing climate,2016,0,0,ENG,CBETS
1623957,20000,IEEE SMARTCOMP 2016 Student Travel Support Request,2016,0,0,CISE,CNS
1623962,199541,RAPID: The Double-probe Instrumentation for Measuring Electric-fields (DIME) CubeSat,2016,0,0,GEO,AGS
1623968,25000,NSF Student Travel Grant for 2016 IEEE International Conference on Computer Communications (IEEE INFOCOM),2016,0,0,CISE,CNS
1623969,1239819,"Learning to See, Seeing to Learn: A Sociotechnical System Supporting Taxonomic Identification Activities in Volunteer-Based Water Quality Biomonitoring",2015,0,0,EHR,ROL
1623976,252318,Collaborative Research: Testing the effects of phylogenetic diversity on restoration outcomes in tallgrass prairie,2015,0,0,BS,EB
1623977,79435,2017-2019 Talbot Workshops,2016,0,0,MPS,MS
1623979,149336,20th GLOBE Annual Meeting,2016,0,0,GEO,ICER
1623980,232414,GLOBE Partner and Diversity Training Workshops,2016,0,0,GEO,ICER
1623997,381889,Enhancing the K2 ROV to Support Coastal Ocean Infrastructure and Science,2016,0,0,GEO,OS
1624000,50000,Life-Maker-Space: Creating a hands-on environment for Undergraduate Biology Education & Next-Gen STEM Training through innovative design and Community Engagement,2016,0,0,BS,BI
1624006,90780,Collaborative Research: Community Sourcing Introductory Physics for the Life Sciences,2016,0,0,EHR,UE
1624007,67388,Collaborative Research: Community Sourcing Introductory Physics for the Life Sciences,2016,0,0,EHR,UE
1624017,58187,Collaborative Research: Community Sourcing Introductory Physics for the Life Sciences,2016,0,0,EHR,UE
1624024,95649,Scholars Award: An Investigation of the Technoscientific Flexibility of Research Infrastructure,2015,0,0,SBES,DSES
1624025,22875,WORKSHOP: The Human-Computer Interaction Doctoral Research Consortium at ACM CHI 2016,2016,0,0,CISE,IIS
1624026,50000,I-Corps: Responsive Writing Solutions,2016,0,0,ENG,IIP
1624027,15000,2016 Colloidal Semiconductor Nanocrystals Gordon Research Conference,2016,0,0,MPS,MR
1624030,50000,I-Corps: Commercialization of a Nanoparticle Concentration Apparatus,2016,0,0,ENG,IIP
1624035,50000,I-Corps: Mined Semantic Analysis Commercialization Research,2016,0,0,ENG,IIP
1624038,700985,"Extreme Weather Events in Mid-latitudes: The Role of Arctic Sea Ice, SST due to AMV and Siberian Snow Cover Through Teleconnections Involving the Stratosphere",2016,0,0,GEO,AGS
1624040,50000,"Workshop: 3dNaturalists: Using citizen science, bioblitzes and the National Park Service Centennial to promote undergraduate learning in biology",2016,0,0,BS,BI
1624041,29999,Workshop: Research Processes in Western Alaska Indigenous Communities,2016,0,0,GEO,OPP
1624046,50000,I-Corps: Commercialization of Novel Materials for Agricultural Ammonia Filtration,2016,0,0,ENG,IIP
1624047,50000,I-Corps: Fast detection of pathogens in food,2016,0,0,ENG,IIP
1624048,149978,RAPID: Baseline Survey of Asylum Seekers in Germany,2016,0,0,SBES,DSES
1624049,50000,I-Corps: PWP (Personal Wheelchair Platform),2016,0,0,ENG,IIP
1624050,38880,Conference Proposal: Geometric and topological aspects of the representation theory of finite groups,2016,0,0,MPS,MS
1624052,50000,I-Corps: On-the-Go Urinalysis Optical Lab,2016,0,0,ENG,IIP
1624061,261946,"Populating a Radiocarbon Database of North American, Phase II",2016,0,0,SBES,BCS
1624065,24993,FSML Planning for the Future of the Holt Research Forest,2016,0,0,BS,BI
1624067,29883,2016 Web Archiving Data Workshops: Travel Support for U.S. Students,2016,0,0,CISE,IIS
1624068,108524,MRI: Acquisition of a Computing Cluster for Atmospheric and Geophysical Research,2016,0,0,GEO,AGS
1624073,270109,Transforming Chemical Ecology by Enabling Measurement of Volatile Compounds in the Field,2016,0,0,BS,BI
1624077,288469,Constructing a model from the spreading centers to backarc: Resolving geophysical characteristics of segmentation in Cascadia,2016,0,0,GEO,ES
1624092,173582,Collaborative Research: Integrated He-CO2-N2 Isotope and Petrologic Study of Volatiles Cycling via the New Zealand Subduction System,2016,0,0,GEO,ES
1624093,43152,SBP: Gender Representation in Political Science Graduate Training,2016,0,0,SBES,DSES
1624097,50000,I-Corps: OneScope Development,2016,0,0,ENG,IIP
1624104,498814,RCN-UBE:The Neuroscience Case Network (NeuroCaseNet),2016,0,0,BS,BI
1624105,249978,Investigation Into The Social Organization Of An Early City,2016,0,0,SBES,BCS
1624108,99639,"Workshop: Modeling of Infectious Diseases with a Focus on Ebola; March 6-7, 2016; Dakar, Senegal",2016,0,0,BS,EB
1624109,121877,Collaborative Research: The Role of Rock Composition and Microstructural Evolution on Strain Localization and the Effective Viscosity of the Crust,2016,0,0,GEO,ES
1624112,50000,I-Corps: Easy-to-Use Software for Automation,2016,0,0,ENG,IIP
1624118,16000,IEEE International Conference on Multimedia and Expo (ICME) 2016: Doctoral Symposium,2016,0,0,CISE,IIS
1624120,52278,SBP: Gender Representation in Political Science Graduate Training,2016,0,0,SBES,DSES
1624124,276607,CAREER: User-Space Protection Domains for Compositional Information Security,2016,0,0,CISE,CCF
1624125,13936,SHF: Small: Collaborative Research: Reusable Tools for Formal Modeling of Machine Code,2016,0,0,CISE,CCF
1624126,273318,TWC: Medium: Collaborative: Retrofitting Software for Defense-in-Depth,2016,0,0,CISE,CNS
1624129,167333,Proposal for continued support for the LTER Schoolyard Book Series,2016,0,0,BS,EB
1624130,173187,Large-scale Terrane Displacement in the Arctic: Evidence from Faults in the Northern Yukon,2016,0,0,GEO,ES
1624131,241522,Large-scale Terrane Displacement in the Arctic: Evidence from Faults in the Northern Yukon,2016,0,0,GEO,ES
1624141,22000,"Properties and Phase Equilibria for Product and Process Design (PPEPPD) International Conference, May 22-26, 2016, Porto, Portugal",2016,0,0,ENG,CBETS
1624143,50000,RCN-UBE Incubator: The Mid-Atlantic Biology Research and Career Network: Innovations in Biology Undergraduate Education,2017,0,0,BS,BI
1624149,109365,EAGER: Investigating Elderly Computer Users' Susceptibility to Phishing,2015,0,0,CISE,CNS
1624150,15000,CCF: AF: Student Travel Support for the 2016 Computational Complexity Conference,2016,0,0,CISE,CCF
1624153,133180,RAPID: Large-Scale Shake Table Test to Quantify Seismic Response of Helical Piles in Dry Sand,2016,0,0,ENG,CMMI
1624158,43573,Collaborative Research: Community Sourcing Introductory Physics For Life Sciences,2016,0,0,EHR,UE
1624168,55862,Collaborative Research: RUI: Testing Models of Passive Margin Rejuvenation in the Eastern U.S.,2016,0,0,GEO,ES
1624169,49997,RCN-UBE-Incubator: Environments and Metrics in Biology Education and Research,2016,0,0,BS,BI
1624170,135708,Collaborative Research: RUI: Testing Models of Passive Margin Rejuvenation in the Eastern U.S.,2016,0,0,GEO,ES
1624171,500000,"RCN UBE: MIRC and MB Research Coordination - Food, Energy, Water, Ecosystem Resources (FEWER)",2016,0,0,BS,BI
1624174,485852,RCN-UBE: Yeast Orphan Gene Project: Finding a place for ORFans to GO,2016,0,0,BS,BI
1624175,15000,Student Travel for PACT 2016,2016,0,0,CISE,CCF
1624177,99505,NSF Workshop on Grand Challenges in Computing on the Edge (COME),2016,0,0,CISE,CNS
1624178,207938,Collaborative Research: The Role of Rock Composition and Microstructural Evolution on Strain Localization and the Effective Viscosity of the Crust,2016,0,0,GEO,ES
1624182,91222,RCN-UBE: PULSE Ambassadors - Creating a National Leadership Network to Accelerate Departmental Transformation towards Vision and Change,2016,0,0,BS,BI
1624183,49999,RAPID: Chemical Air Emissions from Cured-in-Place-Pipe (CIPP) Pipe Repair Activity,2016,0,0,ENG,CBETS
1624185,1733881,Collaborative Research: Community Sourcing of Introductory Physics for the Life Sciences,2016,0,0,EHR,UE
1624189,205557,Human Response To El Nino-Driven Environmental Change,2016,0,0,SBES,BCS
1624191,499056,"RCN-UBE: 3dNaturalists bioblitzes, citizen science, and undergraduate learning",2016,0,0,BS,BI
1624192,54951,Collaborative Research: Community Sourcing Introductory Physics for the Life Sciences,2016,0,0,EHR,UE
1624193,99900,Smart and Connected Communities - Visioning Workshop,2016,0,0,CISE,CNS
1624200,483966,The PALM Network: Enhancing undergraduate biology education and building the professional biology educators workforce through long-term mentorships,2017,0,0,BS,BI
1624201,10000,AF: 4th Workshop on Biological Distributed Algorithms (BDA 2016),2016,0,0,CISE,CCF
1624203,86000,AGS-PRF: Wave-mean Flow Interactions in a Moist and Warmer Atmosphere,2016,0,0,GEO,AGS
1624205,154900,FSML: Enhancing long-term research through improved sample archiving at the University of Michigan Biological Station (UMBS),2016,0,0,BS,BI
1624207,299843,Collaborative Research Belmont Forum: VULnerability of Populations under Extreme Scenarios,2016,0,0,GEO,ICER
1624210,22365,"Doctoral Dissertation Research: The Production, Circulation, and Utilization of Scientific Knowledge",2016,0,0,SBES,BCS
1624211,115101,Metalloradical Catalysis for Stereoselective Carbene and Nitrene Transfers,2015,0,0,MPS,CHEM
1624215,49396,Collaborative Research: Research Initiation Grants in Engineering Education: Development of Innovation Capacity in Engineering Students through Virtual Internships,2015,0,0,ENG,EEC
1624216,420000,Metalloradical Catalysis for Selective Radical Reactions,2015,0,0,MPS,CHEM
1624219,49957,Workshop for Developing an Energy Positive Water Resource Recovery Facility Test Bed Network,2016,0,0,ENG,CBETS
1624225,208892,Collaborative Research: Standard: Comparison of Communications across Campus Cultures (4C Project): Toward Evidence-based Customization of Learning Experiences for CCE STEM,2016,0,0,SBES,DSES
1624228,71189,FSML: Improving Information Technology to Facilitate Research at the Pymatuning Laboratory of Ecology,2016,0,0,BS,BI
1624232,389180,Polygonal and Polyhedral Elements as a New Computational Paradigm to Study Soft Materials,2015,0,0,ENG,CMMI
1624239,20160,Informal Currencies as a Response to Economic Crisis,2016,0,0,SBES,BCS
1624240,174000,"Evolution and climate change: elucidating the controls on species' responses to 4 Myrs of environmental change in the Atlantic Coastal Plain, USA",2016,0,0,GEO,ES
