aid,instName,address
1635610,University of California-Irvine,"141 Innovation Drive, Ste 250, Irvine, United States"
1635611,SUNY at Buffalo,"520 Lee Entrance, Amherst, United States"
1635612,University of Southern California,"University Park, Los Angeles, United States"
1635618,University of Georgia Research Foundation Inc,"310 East Campus Rd, ATHENS, United States"
1635632,University of California-Los Angeles,"10889 Wilshire Boulevard, LOS ANGELES, United States"
1635636,Oklahoma State University,"101 WHITEHURST HALL, Stillwater, United States"
1635638,Carnegie-Mellon University,"5000 Forbes Avenue, PITTSBURGH, United States"
1635642,William Marsh Rice University,"6100 MAIN ST, Houston, United States"
1635654,University of Utah,"75 S 2000 E, SALT LAKE CITY, United States"
1635656,Columbia University,"2960 Broadway, NEW YORK, United States"
1635661,Illinois Institute of Technology,"10 West 35th Street, Chicago, United States"
1635663,Pennsylvania State Univ University Park,"110 Technology Center Building, UNIVERSITY PARK, United States"
1635673,University of California-Irvine,"141 Innovation Drive, Ste 250, Irvine, United States"
1635681,University of Illinois at Urbana-Champaign,"SUITE A, CHAMPAIGN, United States"
1635686,University Corporation For Atmospheric Res,"3090 Center Green Drive, Boulder, United States"
1635695,University of Delaware,"210 Hullihen Hall, Newark, United States"
1635712,Cornell University,"373 Pine Tree Road, Ithaca, United States"
1635716,University of Alaska Fairbanks Campus,"West Ridge Research Bldg 008, Fairbanks, United States"
1635717,Vanderbilt University,"Sponsored Programs Administratio, Nashville, United States"
1635729,University of California-San Diego,"Office of Contract & Grant Admin, La Jolla, United States"
1635742,University of Georgia Research Foundation Inc,"310 East Campus Rd, ATHENS, United States"
1635748,Bigelow Laboratory for Ocean Sciences,"60 Bigelow Drive, East Boothbay, United States"
1635784,William Marsh Rice University,"6100 MAIN ST, Houston, United States"
1635797,University of California-Irvine,"141 Innovation Drive, Ste 250, Irvine, United States"
1635798,William Marsh Rice University,"6100 MAIN ST, Houston, United States"
1635813,University of Oklahoma Norman Campus,"201 Stephenson Parkway, NORMAN, United States"
1635824,Carnegie-Mellon University,"5000 Forbes Avenue, PITTSBURGH, United States"
1635837,University of Central Florida,"4000 CNTRL FLORIDA BLVD, ORLANDO, United States"
1635865,University of Cincinnati Main Campus,"University Hall, Suite 530, Cincinnati, United States"
1635866,Rensselaer Polytechnic Institute,"110 8TH ST, Troy, United States"
1635874,University of Miami Rosenstiel School of Marine&Atmospheric Sci,"4600 RICKENBACKER CSWY, KEY BISCAYNE, United States"
1635878,Oklahoma State University,"101 WHITEHURST HALL, Stillwater, United States"
1635881,Florida Atlantic University,"777 GLADES RD, BOCA RATON, United States"
1635885,Montana State University,"309 MONTANA HALL, BOZEMAN, United States"
1635887,Rensselaer Polytechnic Institute,"110 8TH ST, Troy, United States"
1635893,Texas A&M University Main Campus,"400 Harvey Mitchell Pkwy South, College Station, United States"
1635903,University of Massachusetts Amherst,"Research Administration Building, Hadley, United States"
1635909,University of Rhode Island,"RESEARCH OFFICE, KINGSTON, United States"
1635913,Oregon State University,"OREGON STATE UNIVERSITY, Corvallis, United States"
1635915,University of Maryland College Park,"3112 LEE BLDG 7809 Regents Drive, COLLEGE PARK, United States"
1635926,University of Pittsburgh,"University Club, Pittsburgh, United States"
1635927,Auburn University,"310 Samford Hall, Auburn University, United States"
1635943,University of Florida,"1 UNIVERSITY OF FLORIDA, GAINESVILLE, United States"
1635950,University of North Carolina at Chapel Hill,"104 AIRPORT DR STE 2200, CHAPEL HILL, United States"
1635957,Florida International University,"11200 SW 8TH ST, Miami, United States"
1635966,University of Pittsburgh,"University Club, Pittsburgh, United States"
1635989,Northeastern University,"360 HUNTINGTON AVE, BOSTON, United States"
1636005,Columbia University,"2960 Broadway, NEW YORK, United States"
1636007,University of Florida,"1 UNIVERSITY OF FLORIDA, GAINESVILLE, United States"
1636012,Cornell University,"373 Pine Tree Road, Ithaca, United States"
1636017,University of California-Irvine,"141 Innovation Drive, Ste 250, Irvine, United States"
1636022,Pennsylvania State Univ University Park,"110 Technology Center Building, UNIVERSITY PARK, United States"
1636028,Washington University,"CAMPUS BOX 1054, Saint Louis, United States"
1636036,University of Dayton,"300 COLLEGE PARK AVE, DAYTON, United States"
1636039,University of Maryland College Park,"3112 LEE BLDG 7809 Regents Drive, COLLEGE PARK, United States"
1636045,Old Dominion University Research Foundation,"4111 Monarch Way, Norfolk, United States"
1636046,Columbia University,"2960 Broadway, NEW YORK, United States"
1636052,Louisiana State University & Agricultural and Mechanical College,"202 Himes Hall, Baton Rouge, United States"
1636064,University of Pittsburgh,"University Club, Pittsburgh, United States"
1636069,Purdue University,"Young Hall, West Lafayette, United States"
1636087,University of Notre Dame,"940 Grace Hall, NOTRE DAME, United States"
1636101,Purdue University,"Young Hall, West Lafayette, United States"
1636104,Texas A&M Engineering Experiment Station,"TEES State Headquarters Bldg., College Station, United States"
1636105,Texas A&M Engineering Experiment Station,"TEES State Headquarters Bldg., College Station, United States"
1636118,University of Akron,"302 Buchtel Common, Akron, United States"
1636132,University of Michigan Ann Arbor,"3003 South State St. Room 1062, Ann Arbor, United States"
1636136,University of California-Los Angeles,"10889 Wilshire Boulevard, LOS ANGELES, United States"
1636142,University of Southern California,"University Park, Los Angeles, United States"
1636154,University of Texas at Austin,"101 E. 27th Street, Suite 5.300, Austin, United States"
1636164,Colorado School of Mines,"1500 Illinois, Golden, United States"
1636175,University of Illinois at Urbana-Champaign,"SUITE A, CHAMPAIGN, United States"
1636190,Drexel University,"1505 Race St, 8th Floor, Philadelphia, United States"
1636191,University of California-Davis,"OR/Sponsored Programs, Davis, United States"
1636193,SUNY at Stony Brook,"WEST 5510 FRK MEL LIB, Stony Brook, United States"
1636196,University of Texas at Austin,"101 E. 27th Street, Suite 5.300, Austin, United States"
1636203,University of Colorado at Boulder,"3100 Marine Street, Room 481, Boulder, United States"
1636208,University of Utah,"75 S 2000 E, SALT LAKE CITY, United States"
1636217,University of Texas at Austin,"101 E. 27th Street, Suite 5.300, Austin, United States"
1636256,University of California-Berkeley,"Sponsored Projects Office, BERKELEY, United States"
1636282,University of California-Los Angeles,"10889 Wilshire Boulevard, LOS ANGELES, United States"
1636288,University of Texas at Arlington,"1 UNIVERSITY OF TEXAS AT, Arlington, United States"
1636289,Louisiana Tech University,"P O BOX 3168 TECH STATION, Ruston, United States"
1636302,University of California-Berkeley,"Sponsored Projects Office, BERKELEY, United States"
1636306,University of Texas at Dallas,"800 W. Campbell Rd., AD15, Richardson, United States"
1636331,University of California-San Francisco,"1855 Folsom St Ste 425, San Francisco, United States"
1636332,University of Southern California,"University Park, Los Angeles, United States"
1636349,University of Colorado at Boulder,"3100 Marine Street, Room 481, Boulder, United States"
1636356,University of California-San Diego,"Office of Contract & Grant Admin, La Jolla, United States"
1636364,California Institute of Technology,"1200 E California Blvd, PASADENA, United States"
1636377,University of Southern California,"University Park, Los Angeles, United States"
1636381,Oregon State University,"OREGON STATE UNIVERSITY, Corvallis, United States"
1636383,University of Washington,"4333 Brooklyn Ave NE, Seattle, United States"
1636385,University of California-Davis,"OR/Sponsored Programs, Davis, United States"
1636397,University of California-Davis,"OR/Sponsored Programs, Davis, United States"
1636402,University of Hawaii,"2440 Campus Road, Box 368, HONOLULU, United States"
1636404,University of Texas at El Paso,"ADMIN BLDG RM 209, El Paso, United States"
1636415,Dartmouth College,"OFFICE OF SPONSORED PROJECTS, HANOVER, United States"
1636424,University of Texas at Austin,"101 E. 27th Street, Suite 5.300, Austin, United States"
1636426,Princeton University,"Off. of Research & Proj. Admin., Princeton, United States"
1636435,University of Kentucky Research Foundation,"109 Kinkead Hall, Lexington, United States"
1636437,University of Minnesota-Twin Cities,"200 OAK ST SE, Minneapolis, United States"
1636441,Western Michigan University,"1903 West Michigan Avenue, Kalamazoo, United States"
1636442,Stanford University,"3160 Porter Drive, Palo Alto, United States"
1636443,University of Virginia Main Campus,"P.O. BOX 400195, CHARLOTTESVILLE, United States"
1636445,University of Arizona,"888 N Euclid Ave, Tucson, United States"
1636446,Purdue University,"Young Hall, West Lafayette, United States"
1636449,University of Texas at Austin,"101 E. 27th Street, Suite 5.300, Austin, United States"
1636452,Purdue University,"Young Hall, West Lafayette, United States"
1636453,George Mason University,"4400 UNIVERSITY DR, FAIRFAX, United States"
1636458,University of Maryland College Park,"3112 LEE BLDG 7809 Regents Drive, COLLEGE PARK, United States"
1636461,Brandeis University,"415 SOUTH ST MAILSTOP 116, WALTHAM, United States"
1636470,University of South Alabama,"307 University Boulevard, Mobile, United States"
1636471,San Jose State University Foundation,"210 North Fourth Street, San Jose, United States"
1636475,Arizona State University,"ORSPA, TEMPE, United States"
1636476,University of Alaska Fairbanks Campus,"West Ridge Research Bldg 008, Fairbanks, United States"
1636479,California Institute of Technology,"1200 E California Blvd, PASADENA, United States"
1636488,Purdue University,"Young Hall, West Lafayette, United States"
1636489,University of Cincinnati Main Campus,"University Hall, Suite 530, Cincinnati, United States"
1636492,University of Florida,"1 UNIVERSITY OF FLORIDA, GAINESVILLE, United States"
1636493,Yale University,"Office of Sponsored Projects, New Haven, United States"
1636501,University of Chicago,"5801 South Ellis Avenue, Chicago, United States"
1636509,Yale University,"Office of Sponsored Projects, New Haven, United States"
1636510,The University of Texas Rio Grande Valley,"1201 West University Dr, Edinburg, United States"
1636511,University of South Florida,"3702 Spectrum Blvd., Tampa, United States"
1636519,"Board of Regents, NSHE, obo University of Nevada, Reno","1664 North Virginia Street, Reno, United States"
1636520,Rutgers University Camden,"311 N. 5th Street, Camden, United States"
1636522,Stanford University,"3160 Porter Drive, Palo Alto, United States"
1636527,Monterey Bay Aquarium Research Institute,"7700 SANDHOLDT RD, MOSS LANDING, United States"
1636533,University of Idaho,"Office of Sponsored Programs, MOSCOW, United States"
1636536,University of Texas at Austin,"101 E. 27th Street, Suite 5.300, Austin, United States"
1636537,Old Dominion University Research Foundation,"4111 Monarch Way, Norfolk, United States"
1636539,Florida State University,"874 Traditions Way, 3rd Floor, TALLAHASSEE, United States"
1636543,University of Texas at Arlington,"1 UNIVERSITY OF TEXAS AT, Arlington, United States"
1636544,National Academy of Sciences,"500 FIFTH STREET NW, Washington, United States"
1636546,University of Cincinnati Main Campus,"University Hall, Suite 530, Cincinnati, United States"
1636548,Incorporated Research Institutions for Seismology,"1200 New York Avenue, NW, Washington, United States"
1636555,Michigan State University,"Office of Sponsored Programs, East Lansing, United States"
1636557,Michigan State University,"Office of Sponsored Programs, East Lansing, United States"
1636575,Woods Hole Oceanographic Institution,"183 OYSTER POND ROAD, WOODS HOLE, United States"
1636585,University of Oklahoma Norman Campus,"201 Stephenson Parkway, NORMAN, United States"
1636586,University of California-Davis,"OR/Sponsored Programs, Davis, United States"
1636590,International Computer Science Institute,"1947 CENTER ST STE 600, Berkeley, United States"
1636602,SUNY at Buffalo,"520 Lee Entrance, Amherst, United States"
1636607,University of California-Santa Barbara,"Office of Research, Santa Barbara, United States"
1636609,Princeton University,"Off. of Research & Proj. Admin., Princeton, United States"
1636610,Association For Women in Mathematics,"11240 Waples Mill Rd, Fairfax, United States"
1636621,University of Massachusetts Amherst,"Research Administration Building, Hadley, United States"
1636622,University of South Florida,"3702 Spectrum Blvd., Tampa, United States"
1636624,"Georgia State University Research Foundation, Inc.","G76Dahlberg Hall 30 Courtland St, Atlanta, United States"
1636625,University of Nebraska-Lincoln,"151 Prem S. Paul Research Center, Lincoln, United States"
1636626,Las Cumbres Observatory Global Telescope Network,"6740 Cortona Dr Suite 102, Goleta, United States"
1636629,University of Texas at Arlington,"1 UNIVERSITY OF TEXAS AT, Arlington, United States"
1636634,Johns Hopkins University,"3400 N CHARLES ST, Baltimore, United States"
1636636,Indiana University,"509 E 3RD ST, Bloomington, United States"
1636643,University of Missouri-Columbia,"115 Business Loop 70 W, COLUMBIA, United States"
1636646,University of California-Berkeley,"Sponsored Projects Office, BERKELEY, United States"
1636647,University of Arizona,"888 N Euclid Ave, Tucson, United States"
1636648,Oregon State University,"OREGON STATE UNIVERSITY, Corvallis, United States"
1636654,Lehigh University,"Alumni Building 27, Bethlehem, United States"
1636659,University of Illinois at Chicago,"809 S MARSHFIELD, Chicago, United States"
1636662,University of California-Los Angeles,"10889 Wilshire Boulevard, LOS ANGELES, United States"
1636663,Colorado State University,"601 S Howes St, Fort Collins, United States"
1636665,University of California-Berkeley,"Sponsored Projects Office, BERKELEY, United States"
1636667,Atmospheric and Environmental Research Inc,"131 Hartwell Avenue, Lexington, United States"
1636668,George Mason University,"4400 UNIVERSITY DR, FAIRFAX, United States"
1636678,University of California-Santa Barbara,"Office of Research, Santa Barbara, United States"
1636685,Columbia University,"2960 Broadway, NEW YORK, United States"
1636686,University of Arkansas,"210 Administration Building, FAYETTEVILLE, United States"
1636691,Georgia Tech Research Corporation,"Office of Sponsored Programs, Atlanta, United States"
1636694,Princeton University,"Off. of Research & Proj. Admin., Princeton, United States"
1636695,Saint Louis University,"221 N. Grand Blvd., St Louis, United States"
1636697,Vanderbilt University,"Sponsored Programs Administratio, Nashville, United States"
1636698,Brown University,"BOX 1929, Providence, United States"
1636703,University of Wyoming,"1000 E. University Avenue, Laramie, United States"
1636704,Portland State University,"1600 SW 4th Ave, Portland, United States"
1636708,University of North Carolina at Chapel Hill,"104 AIRPORT DR STE 2200, CHAPEL HILL, United States"
1636711,SUNY at Binghamton,"4400 VESTAL PKWY E, BINGHAMTON, United States"
1636713,Colorado State University,"601 S Howes St, Fort Collins, United States"
1636715,University of Oklahoma Norman Campus,"201 Stephenson Parkway, NORMAN, United States"
1636716,University of Arizona,"888 N Euclid Ave, Tucson, United States"
1636727,University of California-San Diego,"Office of Contract & Grant Admin, La Jolla, United States"
1636730,University of Florida,"1 UNIVERSITY OF FLORIDA, GAINESVILLE, United States"
1636733,North Carolina State University,"CAMPUS BOX 7514, RALEIGH, United States"
1636736,New York Hall of Science,"47-01 111TH STREET, Corona, United States"
1636738,University of California-Berkeley,"Sponsored Projects Office, BERKELEY, United States"
1636740,University of Cincinnati Main Campus,"University Hall, Suite 530, Cincinnati, United States"
1636743,Tulane University,"6823 ST CHARLES AVENUE, NEW ORLEANS, United States"
1636744,Saint Lawrence University,"23 Romoda Drive, Canton, United States"
1636752,Purdue University,"Young Hall, West Lafayette, United States"
1636753,George Washington University,"2121 Eye Street NW, Washington, United States"
1636754,University of Michigan Ann Arbor,"3003 South State St. Room 1062, Ann Arbor, United States"
1636755,University of Alabama at Birmingham,"AB 1170, Birmingham, United States"
1636761,University of Colorado at Boulder,"3100 Marine Street, Room 481, Boulder, United States"
1636764,Rutgers University New Brunswick,"33 Knightsbridge Road, Piscataway, United States"
1636765,Carnegie-Mellon University,"5000 Forbes Avenue, PITTSBURGH, United States"
1636766,Massachusetts Institute of Technology,"77 MASSACHUSETTS AVE, Cambridge, United States"
1636770,Temple University,"3340 N. Broad Street, PHILADELPHIA, United States"
1636772,Texas A&M Engineering Experiment Station,"TEES State Headquarters Bldg., College Station, United States"
1636774,University of Texas at Austin,"101 E. 27th Street, Suite 5.300, Austin, United States"
1636781,University of Rhode Island,"RESEARCH OFFICE, KINGSTON, United States"
1636782,Worcester Polytechnic Institute,"100 INSTITUTE RD, WORCESTER, United States"
1636783,Georgia Tech Research Corporation,"Office of Sponsored Programs, Atlanta, United States"
1636785,Pennsylvania State Univ University Park,"110 Technology Center Building, UNIVERSITY PARK, United States"
1636786,University of Pittsburgh,"University Club, Pittsburgh, United States"
1636788,Drexel University,"1505 Race St, 8th Floor, Philadelphia, United States"
1636795,Pennsylvania State Univ University Park,"110 Technology Center Building, UNIVERSITY PARK, United States"
1636796,Arizona State University,"ORSPA, TEMPE, United States"
1636799,SUNY at Albany,"1400 WASHINGTON AVE, Albany, United States"
1636804,University of California-San Diego,"Office of Contract & Grant Admin, La Jolla, United States"
1636805,University of Nebraska at Omaha,"6001 Dodge Street, Omaha, United States"
1636815,University of Oregon Eugene,"5219 UNIVERSITY OF OREGON, Eugene, United States"
1636818,SUNY at Buffalo,"520 Lee Entrance, Amherst, United States"
1636821,Dartmouth College,"OFFICE OF SPONSORED PROJECTS, HANOVER, United States"
1636832,Columbia University,"2960 Broadway, NEW YORK, United States"
1636840,University of Michigan Ann Arbor,"3003 South State St. Room 1062, Ann Arbor, United States"
1636846,Ohio State University,"Office of Sponsored Programs, Columbus, United States"
1636847,University of Massachusetts Amherst,"Research Administration Building, Hadley, United States"
1636848,Georgia Tech Research Corporation,"Office of Sponsored Programs, Atlanta, United States"
1636850,Case Western Reserve University,"Nord Hall, Suite 615, CLEVELAND, United States"
1636851,"Teachers College, Columbia University","525 West 120th Street, New York, United States"
1636859,Smithsonian Institution,"Office of Sponsored Projects, Arlington, United States"
1636865,University of North Dakota Main Campus,"University Station, Grand Forks, United States"
1636870,Harvard University,"1033 MASSACHUSETTS AVE, Cambridge, United States"
1636872,Pennsylvania State Univ University Park,"110 Technology Center Building, UNIVERSITY PARK, United States"
1636876,University of Michigan Ann Arbor,"3003 South State St. Room 1062, Ann Arbor, United States"
1636877,Cold Spring Harbor Laboratory,"1 BUNGTOWN ROAD, COLD SPRING HARBOR, United States"
1636879,University of California-San Diego,"Office of Contract & Grant Admin, La Jolla, United States"
1636881,The New York City Foundation for Computer Science Education,"915 Broadway, New York, United States"
1636891,Purdue University,"Young Hall, West Lafayette, United States"
1636893,Indiana University,"509 E 3RD ST, Bloomington, United States"
1636899,Pennsylvania State Univ University Park,"110 Technology Center Building, UNIVERSITY PARK, United States"
1636903,Institute for Systems Biology,"401 Terry Avenue North, SEATTLE, United States"
1636909,Northwestern University,"1801 Maple Ave., Evanston, United States"
1636910,University of Wisconsin-Madison,"21 North Park Street, MADISON, United States"
1636915,University of Maryland College Park,"3112 LEE BLDG 7809 Regents Drive, COLLEGE PARK, United States"
1636916,University of California-Los Angeles,"10889 Wilshire Boulevard, LOS ANGELES, United States"
1636919,University of Michigan Ann Arbor,"3003 South State St. Room 1062, Ann Arbor, United States"
1636924,Indiana University,"509 E 3RD ST, Bloomington, United States"
1636929,University of Illinois at Urbana-Champaign,"SUITE A, CHAMPAIGN, United States"
1636932,Rutgers University New Brunswick,"33 Knightsbridge Road, Piscataway, United States"
1636933,Emory University,"1599 Clifton Rd NE, 4th Floor, Atlanta, United States"
1636936,Arizona State University,"ORSPA, TEMPE, United States"
1636939,University of Iowa,"2 GILMORE HALL, IOWA CITY, United States"
1636942,University of Illinois at Urbana-Champaign,"SUITE A, CHAMPAIGN, United States"
1636946,University of California-San Diego,"Office of Contract & Grant Admin, La Jolla, United States"
1636950,University of Chicago,"5801 South Ellis Avenue, Chicago, United States"
1636961,University of Washington,"4333 Brooklyn Ave NE, Seattle, United States"
1636962,Boise State University,"1910 University Drive, Boise, United States"
1636967,University of California-Berkeley,"Sponsored Projects Office, BERKELEY, United States"
1636972,University of Wisconsin-Madison,"21 North Park Street, MADISON, United States"
1636973,Purdue University,"Young Hall, West Lafayette, United States"
1636976,Brandeis University,"415 SOUTH ST MAILSTOP 116, WALTHAM, United States"
1636983,Northwestern University,"1801 Maple Ave., Evanston, United States"
1636992,University of Rochester,"518 HYLAN, RC BOX 270140, Rochester, United States"
1636993,Drexel University,"1505 Race St, 8th Floor, Philadelphia, United States"
1636994,University of North Dakota Main Campus,"University Station, Grand Forks, United States"
1636995,Morgan State University,"1700 East Cold Spring Lane, Baltimore, United States"
1636996,National Council for Science and the Environment/CEDD,"1101 17th Street N.W Suite 250, Washington, United States"
1637000,Tribal Nations Research Group,"4370 US HWY 281, Belcourt, United States"
1637003,Dartmouth College,"OFFICE OF SPONSORED PROJECTS, HANOVER, United States"
1637006,University of New Hampshire,"51 COLLEGE RD SERVICE BLDG 107, Durham, United States"
1637007,Carnegie-Mellon University,"5000 Forbes Avenue, PITTSBURGH, United States"
1637010,Michigan State University,"Office of Sponsored Programs, East Lansing, United States"
1637012,University of Connecticut,"438 Whitney Road Ext., Storrs, United States"
1637013,Bucknell University,"One Dent Drive, LEWISBURG, United States"
1637021,University of Pennsylvania,"Research Services, Philadelphia, United States"
1637023,University of Colorado at Boulder,"3100 Marine Street, Room 481, Boulder, United States"
1637025,University of Southern California,"University Park, Los Angeles, United States"
1637026,"Cal Poly Pomona Foundation, Inc.","3801 West Temple, Pomona, United States"
1637031,Georgia Tech Research Corporation,"Office of Sponsored Programs, Atlanta, United States"
1637032,Middle Tennessee State University,"1301 E. Main, Murfreesboro, United States"
1637039,North Carolina State University,"CAMPUS BOX 7514, RALEIGH, United States"
1637040,The Texas A&M University System HSC,"400 Harvey Mitchell Pkwy S, College Station, United States"
1637050,University of Southern California,"University Park, Los Angeles, United States"
1637051,University of Southern California,"University Park, Los Angeles, United States"
1637066,University of Michigan Ann Arbor,"3003 South State St. Room 1062, Ann Arbor, United States"
1637067,University of Pittsburgh,"University Club, Pittsburgh, United States"
1637075,University of Dayton,"300 COLLEGE PARK AVE, DAYTON, United States"
1637076,University of Colorado at Boulder,"3100 Marine Street, Room 481, Boulder, United States"
1637082,University of Notre Dame,"940 Grace Hall, NOTRE DAME, United States"
1637083,Indiana University,"509 E 3RD ST, Bloomington, United States"
1637087,Columbia University,"2960 Broadway, NEW YORK, United States"
1637089,Pennsylvania State Univ University Park,"110 Technology Center Building, UNIVERSITY PARK, United States"
1637092,University of New Mexico,"1700 Lomas Blvd. NE, Suite 2200, Albuquerque, United States"
1637093,Grand Valley State University,"1 Campus Drive, Allendale, United States"
1637094,University of Washington,"4333 Brooklyn Ave NE, Seattle, United States"
1637095,University of Iowa,"2 GILMORE HALL, IOWA CITY, United States"
1637104,West Virginia University Research Corporation,"P.O. Box 6845, Morgantown, United States"
1637108,New York University,"70 WASHINGTON SQUARE S, NEW YORK, United States"
1637127,Massachusetts General Hospital,"Research Management, Somerville, United States"
1637129,Johns Hopkins University,"3400 N CHARLES ST, Baltimore, United States"
1637130,Woods Hole Oceanographic Institution,"183 OYSTER POND ROAD, WOODS HOLE, United States"
1637136,Harvard University,"1033 MASSACHUSETTS AVE, Cambridge, United States"
1637153,University of Illinois at Urbana-Champaign,"SUITE A, CHAMPAIGN, United States"
1637155,University of Illinois at Urbana-Champaign,"SUITE A, CHAMPAIGN, United States"
1637158,Society for Integrative and Comparative Biology,"1313 Dolley Madison Blvd, McLean, United States"
1637159,Columbia University,"2960 Broadway, NEW YORK, United States"
1637160,Society for Integrative and Comparative Biology,"1313 Dolley Madison Blvd, McLean, United States"
1637163,Purdue University,"Young Hall, West Lafayette, United States"
1637168,University of Chicago,"5801 South Ellis Avenue, Chicago, United States"
1637169,University of Washington,"4333 Brooklyn Ave NE, Seattle, United States"
1637171,Washington State University,"280 Lighty, PULLMAN, United States"
1637175,American Society For Microbiology,"1752 N STREET NW, Washington, United States"
1637178,Dartmouth College,"OFFICE OF SPONSORED PROJECTS, HANOVER, United States"
1637182,Northwestern University,"1801 Maple Ave., Evanston, United States"
1637184,University of California-Davis,"OR/Sponsored Programs, Davis, United States"
1637188,Washington State University,"280 Lighty, PULLMAN, United States"
1637189,Arizona State University,"ORSPA, TEMPE, United States"
1637193,University of Notre Dame,"940 Grace Hall, NOTRE DAME, United States"
1637194,University of Idaho,"Office of Sponsored Programs, MOSCOW, United States"
1637196,Westminster College of Salt Lake City,"1840 South 13th East, Salt Lake City, United States"
1637201,Society for Integrative and Comparative Biology,"1313 Dolley Madison Blvd, McLean, United States"
1637205,Virginia Polytechnic Institute and State University,"Sponsored Programs 0170, BLACKSBURG, United States"
1637206,University of Maryland Baltimore County,"1000 Hilltop Circle, Baltimore, United States"
1637209,University of California - Merced,"5200 North Lake Road, Merced, United States"
1637214,Texas A&M Engineering Experiment Station,"TEES State Headquarters Bldg., College Station, United States"
1637222,Carnegie-Mellon University,"5000 Forbes Avenue, PITTSBURGH, United States"
1637224,"PERSONNEL MANAGEMENT, U S OFFICE OF","1900 E ST NW RM 5475, Washington, United States"
1637232,University of Michigan Ann Arbor,"3003 South State St. Room 1062, Ann Arbor, United States"
1637240,University of California-Los Angeles,"10889 Wilshire Boulevard, LOS ANGELES, United States"
1637242,Kent State University,"OFFICE OF THE COMPTROLLER, KENT, United States"
1637249,University of Texas at San Antonio,"One UTSA Circle, San Antonio, United States"
1637250,University of Memphis,"Administration 315, Memphis, United States"
1637251,University of Notre Dame,"940 Grace Hall, NOTRE DAME, United States"
1637252,Murray State University,"328 Wells Hall, Murray, United States"
1637254,New York University,"70 WASHINGTON SQUARE S, NEW YORK, United States"
1637258,University of California-Riverside,"Office of Research, RIVERSIDE, United States"
1637262,West Texas A&M University,"2501 4th Avenue, Canyon, United States"
1637263,George Mason University,"4400 UNIVERSITY DR, FAIRFAX, United States"
1637265,University of California-Santa Barbara,"Office of Research, Santa Barbara, United States"
1637271,Saint Lawrence University,"23 Romoda Drive, Canton, United States"
1637276,University of Puerto Rico-Rio Piedras,"PO Box 21790, San Juan, United States"
1637277,University of Georgia Research Foundation Inc,"310 East Campus Rd, ATHENS, United States"
1637279,Georgia Tech Research Corporation,"Office of Sponsored Programs, Atlanta, United States"
1637280,Georgia Tech Research Corporation,"Office of Sponsored Programs, Atlanta, United States"
1637290,Wichita State University,"1845 Fairmount, Wichita, United States"
1637291,University of North Texas,"1155 Union Circle #305250, DENTON, United States"
1637299,College of Saint Scholastica,"1200 Kenwood Avenue, Duluth, United States"
1637303,Gordon Research Conferences,"512 Liberty Lane, West Kingston, United States"
1637312,Wayne State University,"5057 Woodward, Detroit, United States"
1637320,Evergreen State College,"2700 Evergreen Parkway NW, Olympia, United States"
1637334,Oregon State University,"OREGON STATE UNIVERSITY, Corvallis, United States"
1637339,Union College,"807 Union Street, Schenectady, United States"
1637340,University of Texas at Dallas,"800 W. Campbell Rd., AD15, Richardson, United States"
1637343,University of Louisiana at Lafayette,"104 University Circle, Lafayette, United States"
1637347,University of Texas Health Science Center Houston,"7000 FANNIN ST, HOUSTON, United States"
1637350,University of Colorado at Boulder,"3100 Marine Street, Room 481, Boulder, United States"
1637358,DePaul University,"1 East Jackson Boulevard, Chicago, United States"
1637359,"Association of Universities for Research in Astronomy, Inc.","1331 Pennsylvania Ave. NW, Washington, United States"
1637360,University of Washington,"4333 Brooklyn Ave NE, Seattle, United States"
1637368,University of California-Berkeley,"Sponsored Projects Office, BERKELEY, United States"
1637369,Lehigh University,"Alumni Building 27, Bethlehem, United States"
1637370,University of California - Merced,"5200 North Lake Road, Merced, United States"
1637371,San Jose State University Foundation,"210 North Fourth Street, San Jose, United States"
1637372,University of Southern California,"University Park, Los Angeles, United States"
1637376,Johns Hopkins University,"3400 N CHARLES ST, Baltimore, United States"
1637379,Gordon Research Conferences,"512 Liberty Lane, West Kingston, United States"
1637381,University of Utah,"75 S 2000 E, SALT LAKE CITY, United States"
1637385,Yale University,"Office of Sponsored Projects, New Haven, United States"
1637393,Arizona State University,"ORSPA, TEMPE, United States"
1637396,University of California-Santa Barbara,"Office of Research, Santa Barbara, United States"
1637397,Duke University,"2200 W. Main St, Suite 710, Durham, United States"
1637418,Stanford University,"3160 Porter Drive, Palo Alto, United States"
1637425,University of California-Los Angeles,"10889 Wilshire Boulevard, LOS ANGELES, United States"
1637427,Colgate University,"13 Oak Drive, Hamilton, United States"
1637430,Association of Public and Land-Grant Universities,"1307 New York Ave NW, Washington, United States"
1637436,Georgia Tech Research Corporation,"Office of Sponsored Programs, Atlanta, United States"
1637442,University of California-Davis,"OR/Sponsored Programs, Davis, United States"
1637443,University of Washington,"4333 Brooklyn Ave NE, Seattle, United States"
1637444,University of Washington,"4333 Brooklyn Ave NE, Seattle, United States"
1637446,Stanford University,"3160 Porter Drive, Palo Alto, United States"
1637450,University of California-San Diego Scripps Inst of Oceanography,"8602 La Jolla Shores Dr, LA JOLLA, United States"
1637458,Rutgers University New Brunswick,"33 Knightsbridge Road, Piscataway, United States"
1637459,Marine Biological Laboratory,"7 M B L ST, WOODS HOLE, United States"
